,Cost,Cured,IndefiniteControl,InitialTumourSize,NCycles,RelTimeGained,SFrac,TimeGained,TimeToFailure,TreatmentBranch,Turnover
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.1
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.1
0,0.2,False,True,0.75,,,0.9,,,MTD,0.1
1,0.2,False,True,0.75,,,0.9,,,0.5,0.1
0,0.25,False,True,0.75,,,0.9,,,MTD,0.1
1,0.25,False,True,0.75,,,0.9,,,0.5,0.1
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.1
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.1
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.1
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.1
0,0.4,False,True,0.75,,,0.9,,,MTD,0.1
1,0.4,False,True,0.75,,,0.9,,,0.5,0.1
0,0.45,False,True,0.75,,,0.9,,,MTD,0.1
1,0.45,False,True,0.75,,,0.9,,,0.5,0.1
0,0.5,False,True,0.75,,,0.9,,,MTD,0.1
1,0.5,False,True,0.75,,,0.9,,,0.5,0.1
0,0.0,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.0,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.05,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.05,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.1,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.1,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.2,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.2,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.25,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.25,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.4,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.4,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.45,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.45,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.5,False,True,0.75,,,0.9,,,MTD,0.15000000000000002
1,0.5,False,True,0.75,,,0.9,,,0.5,0.15000000000000002
0,0.0,False,True,0.75,,,0.9,,,MTD,0.2
1,0.0,False,True,0.75,,,0.9,,,0.5,0.2
0,0.05,False,True,0.75,,,0.9,,,MTD,0.2
1,0.05,False,True,0.75,,,0.9,,,0.5,0.2
0,0.1,False,True,0.75,,,0.9,,,MTD,0.2
1,0.1,False,True,0.75,,,0.9,,,0.5,0.2
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.2
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.2
0,0.2,False,True,0.75,,,0.9,,,MTD,0.2
1,0.2,False,True,0.75,,,0.9,,,0.5,0.2
0,0.25,False,True,0.75,,,0.9,,,MTD,0.2
1,0.25,False,True,0.75,,,0.9,,,0.5,0.2
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.2
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.2
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.2
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.2
0,0.4,False,True,0.75,,,0.9,,,MTD,0.2
1,0.4,False,True,0.75,,,0.9,,,0.5,0.2
0,0.45,False,True,0.75,,,0.9,,,MTD,0.2
1,0.45,False,True,0.75,,,0.9,,,0.5,0.2
0,0.5,False,True,0.75,,,0.9,,,MTD,0.2
1,0.5,False,True,0.75,,,0.9,,,0.5,0.2
0,0.0,False,True,0.75,,,0.9,,,MTD,0.25
1,0.0,False,True,0.75,,,0.9,,,0.5,0.25
0,0.05,False,True,0.75,,,0.9,,,MTD,0.25
1,0.05,False,True,0.75,,,0.9,,,0.5,0.25
0,0.1,False,True,0.75,,,0.9,,,MTD,0.25
1,0.1,False,True,0.75,,,0.9,,,0.5,0.25
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.25
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.25
0,0.2,False,True,0.75,,,0.9,,,MTD,0.25
1,0.2,False,True,0.75,,,0.9,,,0.5,0.25
0,0.25,False,True,0.75,,,0.9,,,MTD,0.25
1,0.25,False,True,0.75,,,0.9,,,0.5,0.25
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.25
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.25
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.25
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.25
0,0.4,False,True,0.75,,,0.9,,,MTD,0.25
1,0.4,False,True,0.75,,,0.9,,,0.5,0.25
0,0.45,False,True,0.75,,,0.9,,,MTD,0.25
1,0.45,False,True,0.75,,,0.9,,,0.5,0.25
0,0.5,False,True,0.75,,,0.9,,,MTD,0.25
1,0.5,False,True,0.75,,,0.9,,,0.5,0.25
0,0.0,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.0,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.05,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.05,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.1,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.1,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.2,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.2,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.25,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.25,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.4,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.4,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.45,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.45,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.5,False,True,0.75,,,0.9,,,MTD,0.30000000000000004
1,0.5,False,True,0.75,,,0.9,,,0.5,0.30000000000000004
0,0.0,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.0,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.05,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.05,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.1,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.1,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.2,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.2,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.25,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.25,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.4,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.4,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.45,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.45,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.5,False,True,0.75,,,0.9,,,MTD,0.35000000000000003
1,0.5,False,True,0.75,,,0.9,,,0.5,0.35000000000000003
0,0.0,False,True,0.75,,,0.9,,,MTD,0.4
1,0.0,False,True,0.75,,,0.9,,,0.5,0.4
0,0.05,False,True,0.75,,,0.9,,,MTD,0.4
1,0.05,False,True,0.75,,,0.9,,,0.5,0.4
0,0.1,False,True,0.75,,,0.9,,,MTD,0.4
1,0.1,False,True,0.75,,,0.9,,,0.5,0.4
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.4
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.4
0,0.2,False,True,0.75,,,0.9,,,MTD,0.4
1,0.2,False,True,0.75,,,0.9,,,0.5,0.4
0,0.25,False,True,0.75,,,0.9,,,MTD,0.4
1,0.25,False,True,0.75,,,0.9,,,0.5,0.4
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.4
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.4
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.4
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.4
0,0.4,False,True,0.75,,,0.9,,,MTD,0.4
1,0.4,False,True,0.75,,,0.9,,,0.5,0.4
0,0.45,False,True,0.75,,,0.9,,,MTD,0.4
1,0.45,False,True,0.75,,,0.9,,,0.5,0.4
0,0.5,False,True,0.75,,,0.9,,,MTD,0.4
1,0.5,False,True,0.75,,,0.9,,,0.5,0.4
0,0.0,False,True,0.75,,,0.9,,,MTD,0.45
1,0.0,False,True,0.75,,,0.9,,,0.5,0.45
0,0.05,False,True,0.75,,,0.9,,,MTD,0.45
1,0.05,False,True,0.75,,,0.9,,,0.5,0.45
0,0.1,False,True,0.75,,,0.9,,,MTD,0.45
1,0.1,False,True,0.75,,,0.9,,,0.5,0.45
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.45
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.45
0,0.2,False,True,0.75,,,0.9,,,MTD,0.45
1,0.2,False,True,0.75,,,0.9,,,0.5,0.45
0,0.25,False,True,0.75,,,0.9,,,MTD,0.45
1,0.25,False,True,0.75,,,0.9,,,0.5,0.45
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.45
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.45
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.45
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.45
0,0.4,False,True,0.75,,,0.9,,,MTD,0.45
1,0.4,False,True,0.75,,,0.9,,,0.5,0.45
0,0.45,False,True,0.75,,,0.9,,,MTD,0.45
1,0.45,False,True,0.75,,,0.9,,,0.5,0.45
0,0.5,False,True,0.75,,,0.9,,,MTD,0.45
1,0.5,False,True,0.75,,,0.9,,,0.5,0.45
0,0.0,False,True,0.75,,,0.9,,,MTD,0.5
1,0.0,False,True,0.75,,,0.9,,,0.5,0.5
0,0.05,False,True,0.75,,,0.9,,,MTD,0.5
1,0.05,False,True,0.75,,,0.9,,,0.5,0.5
0,0.1,False,True,0.75,,,0.9,,,MTD,0.5
1,0.1,False,True,0.75,,,0.9,,,0.5,0.5
0,0.15000000000000002,False,True,0.75,,,0.9,,,MTD,0.5
1,0.15000000000000002,False,True,0.75,,,0.9,,,0.5,0.5
0,0.2,False,True,0.75,,,0.9,,,MTD,0.5
1,0.2,False,True,0.75,,,0.9,,,0.5,0.5
0,0.25,False,True,0.75,,,0.9,,,MTD,0.5
1,0.25,False,True,0.75,,,0.9,,,0.5,0.5
0,0.30000000000000004,False,True,0.75,,,0.9,,,MTD,0.5
1,0.30000000000000004,False,True,0.75,,,0.9,,,0.5,0.5
0,0.35000000000000003,False,True,0.75,,,0.9,,,MTD,0.5
1,0.35000000000000003,False,True,0.75,,,0.9,,,0.5,0.5
0,0.4,False,True,0.75,,,0.9,,,MTD,0.5
1,0.4,False,True,0.75,,,0.9,,,0.5,0.5
0,0.45,False,True,0.75,,,0.9,,,MTD,0.5
1,0.45,False,True,0.75,,,0.9,,,0.5,0.5
0,0.5,False,True,0.75,,,0.9,,,MTD,0.5
1,0.5,False,True,0.75,,,0.9,,,0.5,0.5
