,Cost,Cured,IndefiniteControl,InitialTumourSize,NCycles,RelTimeGained,SFrac,TimeGained,TimeToFailure,TreatmentBranch,Turnover
1,0.0,False,False,0.75,3.0,0.6773193717277487,0.999,326.6868686868687,809.010101010101,0.5,0.05
0,0.05,False,False,0.75,,,0.999,,506.34343434343435,MTD,0.05
1,0.05,False,False,0.75,3.0,0.6602697095435683,0.999,334.3232323232323,840.6666666666666,0.5,0.05
0,0.1,False,False,0.75,,,0.999,,533.5858585858585,MTD,0.05
1,0.1,False,False,0.75,3.0,0.6229247515380977,0.999,332.38383838383845,865.969696969697,0.5,0.05
0,0.15000000000000002,False,False,0.75,,,0.999,,564.7878787878788,MTD,0.05
1,0.15000000000000002,False,False,0.75,3.0,0.5833780448545982,0.999,329.4848484848485,894.2727272727273,0.5,0.05
0,0.2,False,False,0.75,,,0.999,,600.959595959596,MTD,0.05
1,0.2,False,False,0.75,3.0,0.5430372300193292,0.999,326.3434343434343,927.3030303030303,0.5,0.05
0,0.25,False,False,0.75,,,0.999,,643.5555555555555,MTD,0.05
1,0.25,False,False,0.75,4.0,0.7205393018583628,0.999,463.7070707070708,1107.2626262626263,0.5,0.05
0,0.30000000000000004,False,False,0.75,,,0.999,,694.7575757575758,MTD,0.05
1,0.30000000000000004,False,False,0.75,4.0,0.6546575362382054,0.999,454.8282828282829,1149.5858585858587,0.5,0.05
0,0.35000000000000003,False,False,0.75,,,0.999,,758.1313131313132,MTD,0.05
1,0.35000000000000003,False,False,0.75,5.0,0.8130437679035372,0.999,616.3939393939393,1374.5252525252524,0.5,0.05
0,0.4,False,False,0.75,,,0.999,,840.5353535353536,MTD,0.05
1,0.4,False,False,0.75,5.0,0.6961892973453666,0.999,585.1717171717171,1425.7070707070707,0.5,0.05
0,0.45,False,False,0.75,,,0.999,,960.1818181818181,MTD,0.05
1,0.45,False,False,0.75,6.0,0.7986597656167813,0.999,766.8585858585858,1727.040404040404,0.5,0.05
0,0.5,False,False,0.75,,,0.999,,1972.7272727272727,MTD,0.05
1,0.5,False,False,0.75,7.0,1.6207834101382486,0.999,3197.363636363636,5170.090909090909,0.5,0.05
0,0.0,False,False,0.75,,,0.999,,2067.252525252525,MTD,0.1
1,0.0,False,False,0.75,3.0,0.4944541625541147,0.999,1022.1616161616162,3089.4141414141413,0.5,0.1
0,0.05,False,True,0.75,,,0.999,,,MTD,0.1
1,0.05,False,True,0.75,,,0.999,,,0.5,0.1
0,0.1,False,True,0.75,,,0.999,,,MTD,0.1
1,0.1,False,True,0.75,,,0.999,,,0.5,0.1
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.1
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.1
0,0.2,False,True,0.75,,,0.999,,,MTD,0.1
1,0.2,False,True,0.75,,,0.999,,,0.5,0.1
0,0.25,False,True,0.75,,,0.999,,,MTD,0.1
1,0.25,False,True,0.75,,,0.999,,,0.5,0.1
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.1
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.1
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.1
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.1
0,0.4,False,True,0.75,,,0.999,,,MTD,0.1
1,0.4,False,True,0.75,,,0.999,,,0.5,0.1
0,0.45,False,True,0.75,,,0.999,,,MTD,0.1
1,0.45,False,True,0.75,,,0.999,,,0.5,0.1
0,0.5,False,True,0.75,,,0.999,,,MTD,0.1
1,0.5,False,True,0.75,,,0.999,,,0.5,0.1
0,0.0,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.0,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.05,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.05,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.1,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.1,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.2,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.2,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.25,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.25,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.4,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.4,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.45,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.45,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.5,False,True,0.75,,,0.999,,,MTD,0.15000000000000002
1,0.5,False,True,0.75,,,0.999,,,0.5,0.15000000000000002
0,0.0,False,True,0.75,,,0.999,,,MTD,0.2
1,0.0,False,True,0.75,,,0.999,,,0.5,0.2
0,0.05,False,True,0.75,,,0.999,,,MTD,0.2
1,0.05,False,True,0.75,,,0.999,,,0.5,0.2
0,0.1,False,True,0.75,,,0.999,,,MTD,0.2
1,0.1,False,True,0.75,,,0.999,,,0.5,0.2
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.2
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.2
0,0.2,False,True,0.75,,,0.999,,,MTD,0.2
1,0.2,False,True,0.75,,,0.999,,,0.5,0.2
0,0.25,False,True,0.75,,,0.999,,,MTD,0.2
1,0.25,False,True,0.75,,,0.999,,,0.5,0.2
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.2
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.2
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.2
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.2
0,0.4,False,True,0.75,,,0.999,,,MTD,0.2
1,0.4,False,True,0.75,,,0.999,,,0.5,0.2
0,0.45,False,True,0.75,,,0.999,,,MTD,0.2
1,0.45,False,True,0.75,,,0.999,,,0.5,0.2
0,0.5,False,True,0.75,,,0.999,,,MTD,0.2
1,0.5,False,True,0.75,,,0.999,,,0.5,0.2
0,0.0,False,True,0.75,,,0.999,,,MTD,0.25
1,0.0,False,True,0.75,,,0.999,,,0.5,0.25
0,0.05,False,True,0.75,,,0.999,,,MTD,0.25
1,0.05,False,True,0.75,,,0.999,,,0.5,0.25
0,0.1,False,True,0.75,,,0.999,,,MTD,0.25
1,0.1,False,True,0.75,,,0.999,,,0.5,0.25
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.25
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.25
0,0.2,False,True,0.75,,,0.999,,,MTD,0.25
1,0.2,False,True,0.75,,,0.999,,,0.5,0.25
0,0.25,False,True,0.75,,,0.999,,,MTD,0.25
1,0.25,False,True,0.75,,,0.999,,,0.5,0.25
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.25
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.25
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.25
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.25
0,0.4,False,True,0.75,,,0.999,,,MTD,0.25
1,0.4,False,True,0.75,,,0.999,,,0.5,0.25
0,0.45,False,True,0.75,,,0.999,,,MTD,0.25
1,0.45,False,True,0.75,,,0.999,,,0.5,0.25
0,0.5,False,True,0.75,,,0.999,,,MTD,0.25
1,0.5,False,True,0.75,,,0.999,,,0.5,0.25
0,0.0,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.0,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.05,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.05,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.1,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.1,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.2,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.2,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.25,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.25,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.4,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.4,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.45,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.45,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.5,False,True,0.75,,,0.999,,,MTD,0.30000000000000004
1,0.5,False,True,0.75,,,0.999,,,0.5,0.30000000000000004
0,0.0,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.0,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.05,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.05,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.1,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.1,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.2,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.2,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.25,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.25,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.4,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.4,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.45,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.45,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.5,False,True,0.75,,,0.999,,,MTD,0.35000000000000003
1,0.5,False,True,0.75,,,0.999,,,0.5,0.35000000000000003
0,0.0,False,True,0.75,,,0.999,,,MTD,0.4
1,0.0,False,True,0.75,,,0.999,,,0.5,0.4
0,0.05,False,True,0.75,,,0.999,,,MTD,0.4
1,0.05,False,True,0.75,,,0.999,,,0.5,0.4
0,0.1,False,True,0.75,,,0.999,,,MTD,0.4
1,0.1,False,True,0.75,,,0.999,,,0.5,0.4
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.4
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.4
0,0.2,False,True,0.75,,,0.999,,,MTD,0.4
1,0.2,False,True,0.75,,,0.999,,,0.5,0.4
0,0.25,False,True,0.75,,,0.999,,,MTD,0.4
1,0.25,False,True,0.75,,,0.999,,,0.5,0.4
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.4
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.4
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.4
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.4
0,0.4,False,True,0.75,,,0.999,,,MTD,0.4
1,0.4,False,True,0.75,,,0.999,,,0.5,0.4
0,0.45,False,True,0.75,,,0.999,,,MTD,0.4
1,0.45,False,True,0.75,,,0.999,,,0.5,0.4
0,0.5,False,True,0.75,,,0.999,,,MTD,0.4
1,0.5,False,True,0.75,,,0.999,,,0.5,0.4
0,0.0,False,True,0.75,,,0.999,,,MTD,0.45
1,0.0,False,True,0.75,,,0.999,,,0.5,0.45
0,0.05,False,True,0.75,,,0.999,,,MTD,0.45
1,0.05,False,True,0.75,,,0.999,,,0.5,0.45
0,0.1,False,True,0.75,,,0.999,,,MTD,0.45
1,0.1,False,True,0.75,,,0.999,,,0.5,0.45
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.45
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.45
0,0.2,False,True,0.75,,,0.999,,,MTD,0.45
1,0.2,False,True,0.75,,,0.999,,,0.5,0.45
0,0.25,False,True,0.75,,,0.999,,,MTD,0.45
1,0.25,False,True,0.75,,,0.999,,,0.5,0.45
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.45
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.45
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.45
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.45
0,0.4,False,True,0.75,,,0.999,,,MTD,0.45
1,0.4,False,True,0.75,,,0.999,,,0.5,0.45
0,0.45,False,True,0.75,,,0.999,,,MTD,0.45
1,0.45,False,True,0.75,,,0.999,,,0.5,0.45
0,0.5,False,True,0.75,,,0.999,,,MTD,0.45
1,0.5,False,True,0.75,,,0.999,,,0.5,0.45
0,0.0,False,True,0.75,,,0.999,,,MTD,0.5
1,0.0,False,True,0.75,,,0.999,,,0.5,0.5
0,0.05,False,True,0.75,,,0.999,,,MTD,0.5
1,0.05,False,True,0.75,,,0.999,,,0.5,0.5
0,0.1,False,True,0.75,,,0.999,,,MTD,0.5
1,0.1,False,True,0.75,,,0.999,,,0.5,0.5
0,0.15000000000000002,False,True,0.75,,,0.999,,,MTD,0.5
1,0.15000000000000002,False,True,0.75,,,0.999,,,0.5,0.5
0,0.2,False,True,0.75,,,0.999,,,MTD,0.5
1,0.2,False,True,0.75,,,0.999,,,0.5,0.5
0,0.25,False,True,0.75,,,0.999,,,MTD,0.5
1,0.25,False,True,0.75,,,0.999,,,0.5,0.5
0,0.30000000000000004,False,True,0.75,,,0.999,,,MTD,0.5
1,0.30000000000000004,False,True,0.75,,,0.999,,,0.5,0.5
0,0.35000000000000003,False,True,0.75,,,0.999,,,MTD,0.5
1,0.35000000000000003,False,True,0.75,,,0.999,,,0.5,0.5
0,0.4,False,True,0.75,,,0.999,,,MTD,0.5
1,0.4,False,True,0.75,,,0.999,,,0.5,0.5
0,0.45,False,True,0.75,,,0.999,,,MTD,0.5
1,0.45,False,True,0.75,,,0.999,,,0.5,0.5
0,0.5,False,True,0.75,,,0.999,,,MTD,0.5
1,0.5,False,True,0.75,,,0.999,,,0.5,0.5
